Country;ISO Country code;Population 2018;Surface 2018;;GINI index;happy planet index 2016;happy planet index 2019;human development index 2017;human development index 2021;sustainable economic development assessment (SEDA) 2018;;GDP growth 2018;GDP growth 2021 or latest year;GDP 2018;GDP 2019;GDP 2020;GDP 2021;GDP per capita 2018;GDP per capita 2019;GDP per capita 2020;GDP per capita 2021;Economic Growth 2018;Economic Growth 2021 or latest;;health expenditure 2014;health expenditure 2015;health expenditure 2016;health expenditure 2017;health expenditure 2018;health expenditure 2019;health expenditure 2020;health expenditure 2021;health expenditure 2021 or latest;health expenditure per person 2015;health expenditure per person 2018;health expenditure per person 2019;infant mortality 2020;maternal mortality per 100,000 live births 2017 (latest year);;education expenditure 2014;education expenditure 2018;education expenditure 2021 or latest year;Education as % of GDP 2018;Education as % of GDP 2021 or latest; % of primary school aged kids out of school 2018;% of primary school aged kids out of school 2021 or latest year;;Unemployment (%) 2018;Unemployment (%) 2021;% of population in extreme poverty latest year;% of population with access to electricity 2020;;political rights score 2018;political rights score 2022;civil liberties score 2018;civil liberties score 2022;political stability & absence of violence 2017;political stability & absence of violence 2021;government effectiveness 2017;government effectiveness 2021;regulatory quality 2017;regulatory quality 2021;rule of law 2017;rule of law 2021;control of corruption 2017;control of corruption 2021;judicial effectiveness score 2018;judicial effectiveness score 2022;government integrity score 2018;government integrity score 2022;overall economic freedom score 2017; overall economic freedom score 2022;financial freedom score 2018;financial freedom score 2022;government expenditure (% of GDP) 2018;;CO2e emissions per capita 2019;share of electricity from renewables generation 2015;share of electricity from renewables generation 2020 or latest year;;% of seats held by women in national parliaments 2017;% of seats held by women in national parliaments 2018; % of seats held by women in national parliaments 2021;Military Spending as % of GDP 2021;Military Spending as % of GDP 2019
Spain;ESP;47000000;498980;;35,9;36;52,3;0,891;0,905;71,8;;3,2;5,1294551274826;1883,93495879644;1923,21860893771;1715,07084186154;1803,04463109936;40696,3876815487;41695,1469476327;37756,3509997639;40775,2786245716;2,28878567617447;5,1294551274826;;4,30338001251221;4,28657007217407;4,22764015197754;4,20777988433838;4,18157005310059;;;;;3183;2740,26928711;2711,19287109;1,7;4;;4,279900074;4,18157005310059;;4,18157005310059;-;3,07590007781982;2,80018997192383;;19,4;14,7329998016357;0,6;100;;38;37;56;53;0,27;0,579050898551941;1,03;0,947267353534699;0,94;0,811001598834991;1,01;0,875867247581482;0,49;0,741642236709595;62;74,3;51,5;67,2;65,1;68,2;70;70;43,7;;5,09135092007508;36,2%;46,0272862140476%;;39,1;39,1428571428571;43,4285714285714;1,37078152163816%;1,2%
Sri Lanka;LKA;21000000;64630;;39,2;33,8;46,8;0,77;0,782;49,3;;5,2;3,65563225648573;278,683152393389;285,173180744078;274,863624469327;284,911627786774;13167,5552958504;13631,5551961271;13226,7300579257;14127,2112794587;3,27200047840022;3,65563225648573;;1,93288004398346;2,22874999046326;;;2,13539004325867;1,92999994754791;;;1,92999994754791;353;162,10839844;160,69696045;33,9;36;;1,932880044;2,13539004325867;1,92999994754791;2,13539004325867;1,93;0,539619982242584;;;5;5,39499998092651;;100;;24;23;31;32;-0,06;-0,317933022975922;-0,15;-0,083028435707092;-0,13;-0,369962692260742;0,06;0,038458108901978;-0,45;-0,334563583135605;52;57,7;30,7;40,1;57,8;53,3;40;40;18,9;;1,09067562659476;49,8%;33,1997687954793%;;5,8;5,77777777777778;5,38116591928251;1,87553878584371%;1,9%
Sudan;SDN;41000000;1861484;;-;-;39,6;0,502;0,508;26,5;;3,5;0,1145882139473;182,662731984259;178,683879115436;172,198001618269;172,395320232776;4474,15576171875;4349,7099609375;4142,11083984375;4217,220703125;-2,6809305497999;0,1145882139473;;;;;;;;;;;277;59,51420593;46,92884064;28,9;295;;-;;;;-;32,8675994873047;;;13,3;19,8050003051758;;55,3897018432617;;4;0;4;10;-2,01;-1,93503510951996;-1,41;-1,63749933242798;-0,56;-1,46540427207947;-1,11;-1,21010541915894;-1,54;-1,28968727588654;21,4;13,2;21,2;14,6;49,4;32;20;20;12,5;;0,481626765087475;65,7%;55,2479997983343%;;30,5;30,5164319248826;;1,01644711610273%;1,6%
Suriname;SUR;600000;156000;;-;25,4;-;0,72;0,73;52,7;;0,1;-3,47866419294991;10,9470098300286;11,0672592056964;9,3066850132262;8,98293669412047;19459,7014990406;19840,1830592218;16733,3826783171;16675,6383834045;4,94827076559268;-3,47866419294991;;;5,53468465805054;5,64051675796509;5,45866966247559;4,92254018783569;6,83225870132446;5,00707244873047;;5,00707244873047;1017;475,03878784;619,24713135;4,7;120;;-;4,92254018783569;5,00707244873047;4,92254018783569;5,01;13,8299798965454;11,7694997787476;;10;10,0649995803833;;98,2047729492188;;34;34;44;45;0,14;0,374922007322311;-0,62;-0,645067036151886;-0,54;-0,704956352710724;-0,15;-0,102680578827858;-0,17;-0,39651745557785;21,4;45,8;39,9;37,6;48,1;48,1;30;30;28,1;;4,55825378527259;61,3%;58,2158788457578%;;25,5;25,4901960784314;29,4117647058824;;
Sweden;SWE;10000000;410335;;24,9;28;50,5;0,933;0,947;81,9;;4,1;4,80061158193283;532,665253199002;543,245028479227;527,250906572017;552,562174658759;53521,6306428288;54598,7803541484;55064,8850101551;59323,9646115324;1,95002284569983;4,80061158193283;;7,57372999191284;7,4439001083374;7,61861991882324;7,56883001327515;7,64084005355835;;;;7,64084005355835;5299;6005,06591797;5671,38574219;37,4;4;;7,681250095;7,64084005355835;;7,64084005355835;-;0,128470003604889;0,124930001795292;;7,1;8,66100025177002;0,2;100;;40;40;60;60;0,98;1,03403544425964;1,84;1,65233671665192;1,8;1,75257098674774;1,94;1,73383045196533;2,14;2,1303448677063;88,2;97,1;92,9;95,7;76,3;77,9;80;80;50,6;;3,4050379189887;64,7%;70,1209982354424%;;43,6;46,1318051575931;46,9914040114613;1,27684981545309%;1,1%
Switzerland;CHE;8000000;39997;;29,5;34,3;60,1;0,944;0,962;83,8;;0,9;3,69215262984311;601,088571184345;608,367706939274;593,810526018962;615,734916971656;71660,2068398902;72033,9294404588;71745,2993952823;77324,0881086006;2,91690509826611;3,69215262984311;;4,87779998779297;4,93844985961914;4,92645978927612;4,9515700340271;4,86325979232788;;;;4,86325979232788;7583;9870,6640625;9666,33789063;;5;;5,051229954;4,86325979232788;;4,86325979232788;-;0,082479998469353;0,084849998354912;;4,6;5,32100009918213;;100;;39;39;57;57;1,21;1,13144516944885;2,06;2,03224897384644;1,88;1,73292970657349;1,93;1,80816388130188;1,99;1,98969745635986;82,1;98;82,8;92,3;81,7;84,2;90;90;34;;4,35904146198319;65,4%;67,4401393121463%;;32,5;32,5;42,5;0,711642799984427%;0,7%
Syria;SYR;18000000;183630;;-;19,1;-;0,536;0,577;-;;-4,8;;0;0;0;0;;;;;1,47576647550751;-;;;;;;;;;;;-;;;;31;;-;;;;-;;;;14,3;10,5729999542236;;89,1403198242188;;-3;-3;2;4;-2,63;-2,66344451904297;-1,79;-1,73978078365326;-1,83;-1,62891924381256;-2,09;-2,07013750076294;-1,56;-1,78;22,1;-;23,1;-;-;-;-;-;-;;1,50613944194882;2,4%;7,50069569975703%;;13,2;13,2;11,2;...;4,1%
Taiwan;TWN;24000000;32260;;33,6;-;43,2;-;-;-;;0,7;;0;0;0;0;;;;;;;;;;;;;;;;;-;;;;;;-;;;;;;;;4;-;;;;37;38;56;56;0,89;0,780216455459595;1,27;1,47005915641785;1,37;1,47355628013611;1,14;1,29620206356049;0,96;1,21;69,2;94,2;70,9;73,8;76,6;80,1;60;60;17,8;;;4,4%;6,61519938825733%;;-;19,047619047619;23,8095238095238;1,74282338652242%;1,7%
Tajikistan;TJK;9000000;141510;;32,6;34,2;55,2;0,65;0,685;41,3;;3;9,2001904308498;31,0821178918032;33,3823974054151;34,8512394831313;38,0576198830909;3496,89134143444;3732,56109378002;3854,19043507558;4288,360974587;7,59927884231854;9,2001904308498;;;4,96774005889893;5,76367998123169;5,83796977996826;5,55836009979248;5,71290016174316;;;5,71290016174316;193;59,84311676;61,87225342;36,1;17;;-;5,55836009979248;5,71290016174316;5,55836009979248;5,71;;;;10,8;7,75400018692017;;99,779296875;;1;0;10;8;-0,67;-0,607831001281738;-1,12;-0,591922223567963;-1,06;-1,12577307224274;-1,35;-1,18518328666687;-1,33;-1,33821511268616;50,3;9,1;38,2;17,8;58,3;49,7;30;30;30,9;;1,01061869242185;98,5%;93,053899967098%;;19;37,1794871794872;36,8556701030928;1,00921283211019%;1,2%
Tanzania;TZA;57000000;885800;;37,6;22,1;37;0,538;0,549;36;;7;4,27908454176213;141,585727399869;149,797699556637;152,788176204289;159,326111433887;2652,08129882813;2772,92846679688;2779,68359375;2932,62622070313;5,44496760087571;4,27908454176213;;3,38488006591797;4,19486999511719;4,10197019577026;4,4305100440979;3,69643998146057;3,59683632850647;3,22515344619751;3,29779028892517;3,29779028892517;96;42,03595352;40,34330368;31,9;524;;3,481430054;3,69643998146057;3,29779028892517;3,69643998146057;3,3;17,6490592956543;16,078929901123;;2,6;2,6489999294281;13,6;39,9000015258789;;22;12;30;22;-0,58;-0,436965554952621;-0,63;-0,631779849529266;-0,58;-0,626817405223846;-0,45;-0,523068845272064;-0,48;-0,355093210935593;34,7;27;31,8;36,9;59,9;59,5;50;50;18,5;;0,214634960133583;35,3%;33,4667851299665%;;36,4;;;1,06742735127669%;1,3%
Thailand;THA;69000000;510890;;44,5;37,3;52,9;0,755;0,8;52,4;;2,8;1,5662953378874;1256,76037519165;1283,80153674092;1204,26375170161;1223,12607870038;18533,964726539;19216,8429352424;18197,9424146923;19209,4924392491;4,22287028746071;1,5662953378874;;3,72356009483337;3,75967001914978;3,63752007484436;3,3557300567627;3,05677008628845;2,96898007392883;;;2,96898007392883;610;278,63082886;296,1651001;28,4;37;;-;3,05677008628845;2,96898007392883;3,05677008628845;2,97;;;;0,6;1,41799998283386;0;100;;6;5;25;24;-0,76;-0,545783877372742;0,38;0,253084868192673;0,14;0,094138965010643;0,04;0,114909611642361;-0,39;-0,457056939601898;45,3;36,2;34,7;38,5;67,1;63,2;60;60;22;;3,83609001895282;9%;16,7177064167017%;;4,8;5,28455284552846;15,7464212678937;1,31844274506564%;1,3%
Timor-Leste;TLS;1200000;14874;;31,9;-;-;0,625;0,607;-;;4,3;4,39999845848935;3,92327921660112;4,68972359969386;5,17613494240482;5,40388480007996;3168,04888459891;3779,73541654277;4140,95507041672;4417,58413992239;-0,687542477354754;4,39999845848935;;7,51549005508423;8,44515037536621;8,07837963104248;7,03453016281128;6,72747993469238;;;;;141;93,64685822;92,67004395;19,211223434857;142;;-;6,72747993469238;;6,72747993469238;-;4,18653011322021;4,90430021286011;;4;5,07399988174438;;96,1233139038086;;32;33;37;39;0,03;0,172169834375381;-1;-0,758729934692383;-0,74;-0,786749601364136;-1,17;-0,998198091983795;-0,54;-0,052512504160404;13,8;35,3;32;38,2;48,1;46,3;20;20;48;;0,479460533259382;;0%;;32,3;33,8461538461538;38,4615384615385;1,14158071390077%;1%
Togo;TGO;8000000;54385;;46;13,2;37,3;0,503;0,539;34,9;;5,3;5,26059492471809;16,2620611390691;17,1499569031462;17,4505656296069;18,3685691994526;2110,57967372822;2211,45383473457;2223,31695636514;2380,16542787272;4,97621309973984;5,26059492471809;;4,78455018997192;5,10860013961792;3,68649005889893;3,7605299949646;4,04394006729126;4,06914329528809;3,99124622344971;;3,99124622344971;96;54,8932724;51,1550293;7,4;396;;4,87635994;4,04394006729126;3,99124622344971;4,04394006729126;3,99;5,30800008773804;1,21732997894287;;6,8;4,00400018692017;8,5;53,9974327087402;;18;15;29;27;-0,74;-0,801819801330566;-1,13;-0,647204577922821;-0,79;-0,633285164833069;-0,71;-0,559333980083466;-0,71;-0,668002545833588;28,2;35,1;31,4;28,8;47,8;57,2;30;30;29,8;;0,29323120707198;76,1%;17,059837839821%;;17,6;17,5824175824176;18,6813186813187;1,78373040477156%;3,1%
Trinidad and Tobago;TTO;1400000;5128;;-;15,7;31,6;0,784;0,81;58,7;;-1,8;-0,985307672969697;37,4875111270609;37,4232436577238;34,6635469149832;34,3220043275064;27616,8941997022;27959,5290762878;26125,1532914982;26868,0927188784;-0,706435308325041;-0,985307672969697;;5,33194017410278;3,3872082233429;3,95391273498535;3,57549691200256;3,30403780937195;3,69809150695801;4,10374021530151;;4,10374021530151;2204;1143,17053223;1167,93310547;14,3;67;;-;3,30403780937195;4,10374021530151;3,30403780937195;4,10374021530151;;;;3,9;4,80499982833862;;100;;33;33;48;49;0,29;0,154863178730011;0,26;0,192694500088692;0,03;-0,085432320833206;-0,11;-0,136173188686371;-0,36;-0,277760475873947;49,8;59,3;33,1;44,2;57,7;58,8;50;50;39;;12,3228548692176;;0,0578903371764799%;;31;30,952380952381;26,1904761904762;0,888016079544518%;0,7%
Tunisia;TUN;12000000;155360;;40;26,2;43,9;0,735;0,731;49,3;;0,8;3,34280246868977;131,820505473388;133,563651181832;121,896898667294;125,971671205201;11670,3279404936;11902,8620118831;10878,8231940284;11594,720674923;2,62482839473539;3,34280246868977;;6,88186979293823;6,22044992446899;7,32434988021851;;;;;;;774;236,73283386;233,05931091;8,1;43;;-;;;;-;;;;14,8;16,8239994049072;;100;;30;26;40;38;-1,05;-0,695751190185547;-0,07;-0,167064905166626;-0,41;-0,388520210981369;0,07;0,095635317265987;-0,11;-0,22955596446991;41,7;49,5;36,8;47,3;58,9;54,2;30;30;28,6;;2,55756420759521;3%;3,94572185665218%;;31,3;31,3364055299539;26,2672811059908;2,82897748580203%;2,6%
Turkiye;TUR;81000000;769632;;40,2;26,4;41,3;0,791;0,838;53,3;;3,8;10,9861809949254;2331,74255275564;2352,48538848815;2394,67842301847;2657,76212881771;27960,980283621;26867,470307977;27235,4258308094;30472,3799332242;2,97988523467896;10,9861809949254;;;;;;4,29406976699829;;;;;996;389,86557007;396,46682739;18,7;17;;4,37116003;4,29406976699829;;4,29406976699829;-;4,95620012283325;4,78203010559082;;10,3;13,3859996795654;0;100;;16;16;16;16;-1,8;-1,09809398651123;0,07;-0,086595356464386;0,04;-0,081912130117416;-0,25;-0,416483223438263;-0,19;-0,39;54,5;25,6;42;39,4;65,4;56,9;60;60;32,6;;4,75658474979861;32,9%;43,8287676594412%;;14,6;17,4496644295302;17,3333333333333;2,06389646247387%;2,7%
Turkmenistan;TKM;6000000;469930;;40,8;14,6;33;0,706;0,745;-;;6,5;;86,8586567017867;92,3307520739993;0;0;15200,001550517;16194,2126155691;;;6,19999994137119;6,3;;;;;;;3,12065005302429;;;3,12065005302429;1004;460,32406616;500,00643921;13,9215504694254;7;;-;;3,12065005302429;;3,12;;;;8,6;5,08099985122681;;100;;0;0;4;2;-0,15;-0,319024950265884;-1,21;-0,928220212459564;-2;-2,01880478858948;-1,49;-1,44194829463959;-1,48;-1,41950345039368;5;8,3;27,3;7,4;47,1;46,2;10;10;16,1;;12,2633540880676;0%;0,00141627679713723%;;25,8;24,8;25;...;
Uganda;UGA;43000000;197100;;39,5;19,4;44,8;0,516;0,525;30,9;;5;3,37963342151906;90,7903140350401;96,6360708710047;99,4880974361968;102,850430427584;2175,55372017659;2275,02815035804;2294,14798353267;2397,76100479307;6,30392378088412;3,37963342151906;;1,91472005844116;2,32152009010315;2,13789010047913;2,25363993644714;2,13052010536194;1,52999997138977;2,58627581596375;2,66505312919617;2,66505312919617;139;32,0545311;32,40844345;6,9;;;2,25067997;2,13052010536194;2,66505312919617;2,13052010536194;2,66505312919617;;;;2,3;2,93600010871887;13,7;42,0744171142578;;11;11;26;23;-0,56;-0,859658300876617;-0,58;-0,570227384567261;-0,22;-0,476884722709656;-0,3;-0,352073669433594;-1,04;-0,998556554317474;40,3;29,2;28,3;24;62;54,2;40;40;17,4;;0,132370788404111;80,8%;98,8839799677642%;;34,3;34,2984409799555;33,8129496402878;2,42385396953263%;2,1%
Ukraine;UKR;45000000;579330;;25,5;26,4;40,9;0,751;0,773;52,5;;-9,9;3,40000000000001;521,479452743261;538,164207981356;517,967959519771;535,578870143443;12631,6572265625;13345,3828125;13087,3095703125;14219,7900390625;3,48836234022659;3,40000000000001;;5,87493991851807;5,74255990982056;5,00977993011475;5,41707992553711;5,3199200630188;5,44129991531372;;;5,44129991531372;469;222,47535706;248,13348389;9,1;19;;5,874939919;5,3199200630188;5,44129991531372;5,3199200630188;5,44129991531372;;;;8,9;8,87899971008301;0;100;;26;26;36;35;-1,89;-1,09881889820099;-0,46;-0,40896737575531;-0,32;-0,278163433074951;-0,71;-0,659907996654511;-0,78;-0,766656517982483;29,5;31,4;29;33,8;51,9;54,1;30;30;42,8;;3,93658353086744;4,6%;6,45878493823975%;;12,3;12,2931442080378;20,8037825059102;3,22834693677077%;3,4%
United Arab Emirates;ARE;9000000;83600;;-;-;34,3;0,863;0,911;70,4;;3,9;-6,13450080253007;644,968661273374;666,972016667521;626,056612952401;0;68568,0992797355;71144,7159784854;66766,0539321336;;1,18985564163665;-6,13;;;;;;;3,86736989021301;3,87986993789673;;3,87986993789673;2426;1817,34765625;1842,69445801;7,6;3;;-;;3,87986993789673;;3,87986993789673;;0,236279994249344;;3,7;3,35800004005432;0;100;;5;5;12;12;0,63;0,649299502372742;1,4;1,39862751960754;1,01;1,01389575004578;0,8;0,830101609230042;1,13;1,17822527885437;83,4;35,4;77,3;71,8;77,6;70,2;60;60;31,2;;19,3295632814806;0,2%;2,7486496302421%;;22,5;22,5;50;...;5,6%
United Kingdom;GBR;66000000;241930;;32,4;31,9;56;0,922;0,929;74,6;;2,2;7,44127309273938;3113,8798635629;3165,942197251;2872,44634878198;3086,19292603727;47573,4880155177;49041,4635475451;46526,9118652819;49675,3046742775;1,65092549602133;7,44127309273938;;5,56450986862183;5,51411008834839;5,37532997131348;5,38499021530151;5,16799020767212;;;;;4145;4270,22119141;4312,88916016;8,2;7;;5,693419933;5,16799020767212;;5,16799020767212;-;0,663089990615845;1,13423001766205;;4,8;4,52600002288818;;100;;40;39;54;54;0,26;0,542117476463318;1,41;1,27948105335236;1,71;1,4655966758728;1,68;1,42664241790771;1,84;1,670565366745;93,8;85,9;79;87,1;78;72,7;80;80;43;;5,22051448799294;27,4%;47,0783643380831%;;32;32,1538461538462;34,2592592592593;2,22322827028005%;1,7%
United States;USA;326000000;9147593;;45;20,7;37,4;0,924;0,921;76;;2,4;5,67110719074167;20048,2022894504;20507,0795506839;19808,8976424636;20932,281461072;62805,2537579917;65094,7994287929;63027,6795267153;69287,536587952;2,91885689667409;5,67110719074167;;;4,95341014862061;4,79815006256104;5,10922002792358;4,91233015060425;;;;;9536;10515,32324219;10921,01269531;12,5;19;;4,989480019;4,91233015060425;;4,91233015060425;-;0,574209988117218;0,916570007801056;;4,9;5,46400022506714;0,8;100;;33;32;53;51;0,3;0,004954324103892;1,55;1,33641147613525;1,63;1,45174086093903;1,64;1,41665649414063;1,38;1,04686200618744;76,9;77,9;71,9;75,7;75,7;72,1;80;80;38,1;;14,6734106066885;14%;20,9092528349885%;;19,4;23,5023041474654;27,6497695852535;3,48321575578739%;3,4%
Uruguay;URY;3500000;175015;;41,6;36,1;57,5;0,804;0,809;64,2;;1,5;4,36700931298061;79,4546827795513;79,7331294533458;74,8522848483273;78,1210910986326;23585,394039402;24004,8211424487;22728,2153251936;24625,4513438955;0,477907183899063;4,36700931298061;;4,58498001098633;4,55424976348877;4,38281011581421;4,47097015380859;4,66279983520508;4,70325994491577;;;4,70325994491577;1748;1686,07128906;1660,95288086;5,4;17;;-;4,66279983520508;4,70325994491577;4,66279983520508;4,7;0,152820006012917;0,564779996871948;;8,2;10,4469995498657;0,1;100;;40;40;58;57;1,06;1,04631066322327;0,42;0,839954197406769;0,66;0,722562491893768;0,59;0,732000946998596;1,29;1,61529088020325;67;80,4;71,6;75,2;69,2;70;30;30;32,4;;1,87478454308499;89,1%;98,2809223257351%;;20,2;20,2020202020202;24,2424242424242;2,25630653799032%;2%
Uzbekistan;UZB;32000000;425400;;36,8;29,1;54,1;0,71;0,727;43,1;;8;7,42011024158735;233,425600850829;246,75334417103;251,40771742636;270,062447215255;7252,13735491313;7658,27240973787;7746,43096873822;8497,44830751161;5,35499688821734;7,42011024158735;;5,71323013305664;5,49444007873535;5,38089990615845;5,03282022476196;5,90000009536743;7,00186014175415;4,92279005050659;;4,92279005050659;383;82,26926422;98,57316589;12,9;29;;-;5,90000009536743;4,92279005050659;5,90000009536743;4,92;0,726530015468597;0,935329973697662;;8,9;7,16099977493286;;100;;1;2;6;9;-0,28;-0,23979763686657;-0,56;-0,196801483631134;-1,26;-0,581233620643616;-1,11;-0,886045157909393;-1,16;-0,808077156543732;35,3;13,1;24,2;23,8;51,5;55,7;10;40;33,9;;3,47554445038462;21,5%;10,8173641081754%;;16;16;32,6530612244898;...;3,6%
Venezuela;VEN;32000000;882050;;39;33,6;48,9;0,761;0,691;43,1;;-5,7;;0;0;0;0;;;;;;-;;;1,93017995357513;1,19023001194;1,34407997131348;;;;;;579;464,04434204;338,82537842;;125;;-;;;;-;;;;6,9;6,41300010681152;;100;;8;1;18;13;-1,18;-1,52604830265045;-1,4;-1,85184741020203;-1,96;-2,19571113586426;-2,26;-2,29597449302673;-1,36;-1,61;13,8;4,6;7,5;7,1;25,2;24,8;10;10;37,7;;3,93956620857458;64,9%;68,4006169783657%;;22,2;22,1556886227545;22,1556886227545;;0,5%
Vietnam;VNM;96000000;310070;;34,8;40,3;48,4;0,694;0,703;50,8;;6,7;2,58892450154917;912,339700269116;977,571988838358;1006,31260531019;1032,36527891124;9776,81949992139;10561,9712758892;10904,4521455449;11553,0699243664;7,20000000000043;2,58892450154917;;;4,46576023101807;4,34481000900269;4,08553981781006;4,16744995117188;4,06197023391724;;;4,06197023391724;334;163,1509552;180,71818542;21,1;43;;-;4,16744995117188;4,06197023391724;4,16744995117188;4,06;;;;2,2;2,16599988937378;0,2;100;;3;3;17;16;0,31;-0,114602096378803;0;0,277978897094727;-0,4;-0,398171871900558;0,07;-0,146356195211411;-0,58;-0,285784244537354;36,3;33,8;30,4;33,6;53,1;60,6;40;50;29,4;;3,4883126360288;37,9%;28,1964703822616%;;26,7;26,7206477732794;30,2605210420842;...;2%
Yemen;YEM;28000000;527968;;37,9;22,8;44,6;0,452;0,455;23,9;;-28,1;-2,0615130508999;0;0;0;0;;;;;0,752447587579127;-2,0615130508999;;;;;;;;;;;144;;;25,8;164;;-;;;;-;;;;17,1;13,5740003585815;;73,757926940918;;1;1;12;8;-2,96;-2,58803796768188;-1,92;-2,30446362495422;-1,45;-2,00794863700867;-1,75;-1,7988783121109;-1,59;-1,65;16,6;-;21,2;-;-;-;-;-;25,2;;0,380633360910495;;14,5733505881804%;;0;0;0;...;4%
Zambia;ZMB;17000000;743398;;57,5;25,2;34,4;0,588;0,565;33,2;;3,6;3,57281530331926;61,1048586500311;61,9855666599559;60,2592344958438;62,4121856475744;3605,6760951307;3616,90381935018;3457,3281021266;3623,85491327044;4,03449389667165;3,57281530331926;;5,19999980926514;4,62433004379272;3,74792003631592;3,72964000701904;4,73974990844727;4,46517992019653;3,7024028301239;;3,7024028301239;203;76,31442261;69,32437897;37,9;213;;-;4,73974990844727;3,7024028301239;4,73974990844727;3,7;;;;7,5;13,0260000228882;;44,5244750976563;;22;21;33;30;0,11;0,060216367244721;-0,62;-0,816932439804077;-0,47;-0,552872657775879;-0,33;-0,593126952648163;-0,54;-0,753424048423767;40,6;45,2;36,3;30,8;54,3;48,7;50;50;25,7;;0,38071705091289;97,1%;86,9606880367858%;;18;17,9640718562874;15,0602409638554;1,30476527182258%;1,2%
Zimbabwe;ZWE;17000000;386847;;43,2;22,1;28,6;0,535;0,593;29,7;;1,5;5,84941976162474;36,0556861727406;33,8403396095122;31,7257419892407;33,5815138106814;2556,7934843227;2408,1541969408;2251,45567397734;2444,47823730257;4,82421053956361;5,84941976162474;;6,13835000991821;5,81278991699219;5,47262001037598;5,81877994537354;3,86611008644104;;;;3,86611008644104;182;141,36930784;103,02827223;;458;;7,53068018;3,86611008644104;;3,86611008644104;-;15,3025102615356;13,6371698379517;;5,1;5,17399978637695;13,5;52,7476692199707;;10;11;20;17;-0,77;-1,02678310871124;-1,19;-1,24293041229248;-1,56;-1,37249732017517;-1,38;-1,26068878173828;-1,27;-1,25789678096771;33;16,3;18,9;20,6;44;33,1;10;10;30,6;;0,802978519634142;54%;65,9609379696656%;;32,6;31,4814814814815;31,8518518518519;0,01353007068609%;0,7%
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
